st_id,pr_sku_id,date,pr_sales_type_id,pr_sales_in_units,pr_promo_sales_in_units,pr_sales_in_rub,pr_promo_sales_in_rub
42a0e188f5033bc65bf8d78622277c4e,a6ac4c5198cb9b52b994a7385b7e6340,2023-06-14,0,3.0,0.0,778.0,0.0
f7e6c85504ce6e82442c770f7c8606f0,d0bb361e998ccb208a69762652410bb4,2023-03-27,0,1.0,0.0,127.0,0.0
fa7cdfad1a5aaf8370ebeda47a1ff1c3,1f08f7cfdcb8bb9088fe668e0aeb6586,2023-04-07,0,22.0,0.0,2696.0,0.0
16a5cdae362b8d27a1d8f8c7b78b4330,e9688e300580729c1eccbf565d5011ae,2023-05-04,0,3.0,0.0,621.0,0.0
42a0e188f5033bc65bf8d78622277c4e,6b1344097385a42484abd4746371e416,2023-06-19,1,2.0,2.0,25.0,25.0
42a0e188f5033bc65bf8d78622277c4e,dfb085b0647b9ee8ce010670d1e30ab6,2023-06-17,0,7.0,0.0,162.0,0.0
c81e728d9d4c2f636f067f89cc14862c,5adfc37e8b1a7ab1549daeb6f4918426,2022-12-02,1,23.0,23.0,529.0,529.0
fa7cdfad1a5aaf8370ebeda47a1ff1c3,699dc7822b719137e8124b728ab45fa3,2022-09-08,0,1.0,0.0,245.0,0.0
fa7cdfad1a5aaf8370ebeda47a1ff1c3,a8797f3d317e606d3abee06479492ffa,2022-08-17,1,2.0,2.0,252.0,252.0
c81e728d9d4c2f636f067f89cc14862c,eae84b730dd8eb884077f713b0264850,2022-12-14,0,3.0,0.0,616.0,0.0
6364d3f0f495b6ab9dcf8d3b5c6e0b01,dfb085b0647b9ee8ce010670d1e30ab6,2022-12-04,0,9.0,0.0,188.0,0.0
c81e728d9d4c2f636f067f89cc14862c,5ca106c323e777ec8b42dbbab099932c,2023-01-25,0,5.0,0.0,339.0,0.0
42a0e188f5033bc65bf8d78622277c4e,699dc7822b719137e8124b728ab45fa3,2023-04-25,1,1.0,1.0,133.0,133.0
fa7cdfad1a5aaf8370ebeda47a1ff1c3,3d44e8d90c2537e430a22aa71b868ba5,2023-02-20,0,1.0,0.0,208.0,0.0
f7e6c85504ce6e82442c770f7c8606f0,6a1b223304456bd581de3a1575d1d2df,2022-10-14,0,4.0,0.0,164.0,0.0
6364d3f0f495b6ab9dcf8d3b5c6e0b01,ec64491cf0ea4b8a3cde5e351582631d,2022-10-25,0,1.0,0.0,9.0,0.0
c81e728d9d4c2f636f067f89cc14862c,984866d32efb12f24c9ec497f3fad041,2022-10-14,1,1.0,1.0,52.0,52.0
42a0e188f5033bc65bf8d78622277c4e,a7a9eb3ffb9634e37c50995c34da34d0,2023-06-09,0,3.0,0.0,124.0,0.0
1ecfb463472ec9115b10c292ef8bc986,4cbdf8b7992ce95ea95bee76db0c7156,2023-03-23,0,2.0,0.0,98.0,0.0
c81e728d9d4c2f636f067f89cc14862c,3f8abc351114632af4bc60bdc3bbe3b1,2023-06-24,0,2.0,0.0,116.0,0.0
c81e728d9d4c2f636f067f89cc14862c,5e664d6988c6d6827cbaaafb0bc7f103,2022-11-23,0,1.0,0.0,180.0,0.0
42a0e188f5033bc65bf8d78622277c4e,9029365b9b6fc2800431fa6f2be03569,2023-04-05,1,1.0,1.0,93.0,93.0
6364d3f0f495b6ab9dcf8d3b5c6e0b01,b8c00648277f6e9571a8ce5fce672947,2023-02-23,1,1.0,1.0,102.0,102.0
6364d3f0f495b6ab9dcf8d3b5c6e0b01,6811c89c74a156baa50dcefedb2cc963,2022-08-19,0,4.0,0.0,156.0,0.0
42a0e188f5033bc65bf8d78622277c4e,319031ae8c8dfc60794f76ef35d9c659,2023-05-01,1,3.0,3.0,285.0,285.0
c81e728d9d4c2f636f067f89cc14862c,c589e31f27f0ec50b30f1f31443ad0f1,2022-09-26,0,2.0,0.0,486.0,0.0
fa7cdfad1a5aaf8370ebeda47a1ff1c3,c0e3f3bd815a862433bc3399c487926b,2023-04-13,1,7.0,7.0,734.0,734.0
c81e728d9d4c2f636f067f89cc14862c,6e2d2a7991b9a7beb5e875761a63e551,2023-05-02,0,1.0,0.0,146.0,0.0
fa7cdfad1a5aaf8370ebeda47a1ff1c3,4c8f26ea6f6790779345b500b2f70e9b,2022-08-28,0,6.0,0.0,510.0,0.0
c81e728d9d4c2f636f067f89cc14862c,2fa7a49e56dbd82f118adc28cba02990,2022-11-14,1,2.0,2.0,51.0,51.0
16a5cdae362b8d27a1d8f8c7b78b4330,b067862254b74824193087f2a16c0c79,2022-11-03,1,3.0,3.0,1688.0,1688.0
42a0e188f5033bc65bf8d78622277c4e,8a8be3bc3322a2c4a0f3a8844bdff34a,2022-12-21,0,1.0,0.0,242.0,0.0
c81e728d9d4c2f636f067f89cc14862c,72740338e91de3ccc276b9bc7681bd0d,2023-05-03,0,2.0,0.0,696.0,0.0
16a5cdae362b8d27a1d8f8c7b78b4330,ee37a0ba58b50be32617d354a3103b51,2023-02-15,1,5.0,5.0,352.0,352.0
42a0e188f5033bc65bf8d78622277c4e,a3f2130d312ab153ba470886115ea2ee,2023-04-30,1,17.0,17.0,2936.0,2936.0
16a5cdae362b8d27a1d8f8c7b78b4330,e655ac577472f773e5e5ecf55ea53681,2023-03-23,1,1.0,1.0,82.0,82.0
6364d3f0f495b6ab9dcf8d3b5c6e0b01,4b083e10f6cd2f4360c5425d05be6386,2022-09-28,0,25.0,0.0,2748.0,0.0
53e19f3dbb211f20b20b45668303c1b6,a69c300f14d8314cb0f583b7f45b38e5,2022-11-29,1,2.0,2.0,26.0,26.0
c81e728d9d4c2f636f067f89cc14862c,8c5c2ef314a18fc5fecbaf99db704564,2023-02-15,0,4.0,0.0,103.0,0.0
c81e728d9d4c2f636f067f89cc14862c,282984b385d80166ba0d4f32a7843f53,2022-08-04,1,1.0,1.0,72.0,72.0
6364d3f0f495b6ab9dcf8d3b5c6e0b01,3c3a1cb0ae43df1a1f0abe1fbd8e158b,2023-06-01,1,0.0,0.0,52.0,52.0
fa7cdfad1a5aaf8370ebeda47a1ff1c3,9d678e20f4a45c137a0492034506d432,2023-06-28,0,4.0,0.0,831.0,0.0
42a0e188f5033bc65bf8d78622277c4e,3fabc5abf35c42206944ccc889328f3e,2023-04-07,1,1.0,1.0,157.0,157.0
c81e728d9d4c2f636f067f89cc14862c,a26de72f8ea9889b7332ed5f940d8b62,2023-03-28,0,12.0,0.0,262.0,0.0
16a5cdae362b8d27a1d8f8c7b78b4330,2bd31c7c54bbd12554730ae254c428b1,2022-09-05,0,2.0,0.0,28.0,0.0
42a0e188f5033bc65bf8d78622277c4e,dce1f234d6424aa61f8e7ce0baffd9af,2022-08-01,0,6.0,0.0,860.0,0.0
42a0e188f5033bc65bf8d78622277c4e,b948aa07167c9acb17487657e96870e5,2022-10-19,1,5.0,5.0,1199.0,1199.0
16a5cdae362b8d27a1d8f8c7b78b4330,6ce20ee0cd25f2265f9c839747f3f60a,2022-09-15,0,4.0,0.0,182.0,0.0
42a0e188f5033bc65bf8d78622277c4e,fc5f86251458722c799d1830fa0c2c1f,2022-12-16,1,0.0,0.0,410.0,410.0
42a0e188f5033bc65bf8d78622277c4e,65b549322da3ee58ae90de15c61b62ae,2023-05-12,0,1.0,0.0,21.0,0.0
c81e728d9d4c2f636f067f89cc14862c,d6c2e7c74cad027b49b4369a0548ddfb,2023-06-05,0,11.0,0.0,1180.0,0.0
fa7cdfad1a5aaf8370ebeda47a1ff1c3,d22bb534b7964c0cafab6aab1995f000,2023-02-12,0,4.0,0.0,258.0,0.0
16a5cdae362b8d27a1d8f8c7b78b4330,5aa2f6e00873f8c90b00cd15d670daa1,2022-11-26,0,1.0,0.0,78.0,0.0
16a5cdae362b8d27a1d8f8c7b78b4330,57eaf5659b0371dbef7bb6cee4a14e71,2023-05-05,0,5.0,0.0,284.0,0.0
6364d3f0f495b6ab9dcf8d3b5c6e0b01,877996cf018bb84247377fc00ac9ec5d,2023-01-17,0,2.0,0.0,403.0,0.0
fa7cdfad1a5aaf8370ebeda47a1ff1c3,ee37a0ba58b50be32617d354a3103b51,2022-12-28,1,22.0,22.0,1534.0,1534.0
f7e6c85504ce6e82442c770f7c8606f0,3271c9877efbd2156e62cdc25895e46f,2023-01-05,0,4.0,0.0,268.0,0.0
c81e728d9d4c2f636f067f89cc14862c,0ee7e71061cf860ccf3b29c6823c7971,2023-03-26,0,6.0,0.0,994.0,0.0
fa7cdfad1a5aaf8370ebeda47a1ff1c3,3d3e83a9b78957e45c94dd862eb0bc43,2023-01-27,1,4.0,4.0,84.0,84.0
c81e728d9d4c2f636f067f89cc14862c,b0c43793e79b65eae859453fb8b58f6b,2022-11-19,1,3.0,3.0,383.0,383.0
f7e6c85504ce6e82442c770f7c8606f0,a8797f3d317e606d3abee06479492ffa,2023-05-09,1,5.0,5.0,428.0,428.0
f7e6c85504ce6e82442c770f7c8606f0,113bc2e89c4ed2a3fa3091c9adcb3f49,2023-06-03,0,50.0,0.0,1460.0,0.0
16a5cdae362b8d27a1d8f8c7b78b4330,1e94984bcf57dfdda57c0aa19c789c87,2023-04-10,0,4.0,0.0,55.0,0.0
f7e6c85504ce6e82442c770f7c8606f0,8d1f2ec17c9f96e7a9c5ed7930085dcc,2023-03-22,1,1.0,1.0,42.0,42.0
42a0e188f5033bc65bf8d78622277c4e,712fef8529234126a89d84ddd12d7fad,2023-04-07,0,2.0,0.0,451.0,0.0
42a0e188f5033bc65bf8d78622277c4e,7ac0830655ccc55d28d0293706b72e8f,2022-08-15,0,1.0,0.0,97.0,0.0
f7e6c85504ce6e82442c770f7c8606f0,3c6d5538de13300a189c89d4f1e18624,2023-06-05,0,2.0,0.0,675.0,0.0
f7e6c85504ce6e82442c770f7c8606f0,74a5d20962421bf66e6a7ce6d884fbf5,2022-08-20,1,10.0,10.0,1156.0,1156.0
f7e6c85504ce6e82442c770f7c8606f0,5adfc37e8b1a7ab1549daeb6f4918426,2023-05-11,1,17.0,17.0,238.0,238.0
16a5cdae362b8d27a1d8f8c7b78b4330,de37768f69fca7176ecddcb7e2b320ac,2022-09-26,1,1.0,1.0,35.0,35.0
f7e6c85504ce6e82442c770f7c8606f0,f152516615efd05cf4b4903b03d4a45d,2022-12-28,0,6.0,0.0,699.0,0.0
f7e6c85504ce6e82442c770f7c8606f0,b749c085963d0f869dce2755f8ba602a,2022-10-07,0,25.0,0.0,4067.0,0.0
16a5cdae362b8d27a1d8f8c7b78b4330,706b9e39dd3ca40669b5f5c74bfebeb8,2022-10-24,1,17.0,17.0,2895.0,2895.0
6364d3f0f495b6ab9dcf8d3b5c6e0b01,3a74a370c8eb032acb11ad9119242b8f,2023-06-06,0,2.0,0.0,147.0,0.0
42a0e188f5033bc65bf8d78622277c4e,1566bfacbcf0c0a3e7c92e73c708d341,2022-12-25,0,3.0,0.0,138.0,0.0
42a0e188f5033bc65bf8d78622277c4e,9d4d76311ae2c0cbc4b1eb53c447bed7,2022-11-26,0,8.0,0.0,370.0,0.0
16a5cdae362b8d27a1d8f8c7b78b4330,b739e0ffbd85602c82b57468fc48aa6f,2022-12-31,0,3.0,0.0,273.0,0.0
6364d3f0f495b6ab9dcf8d3b5c6e0b01,83913200ee37a50f3922fabbc9826991,2023-04-06,0,1.0,0.0,25.0,0.0
fa7cdfad1a5aaf8370ebeda47a1ff1c3,6d8bf88f6daf3b37de081afcf75ec6cf,2023-02-25,0,13.0,0.0,741.0,0.0
fa7cdfad1a5aaf8370ebeda47a1ff1c3,58ebafabd92e2e3a80d86b7bb7e88eda,2023-02-09,0,2.0,0.0,456.0,0.0
16a5cdae362b8d27a1d8f8c7b78b4330,5a106bc85bf017f97a9afcda66b93f01,2023-04-13,0,2.0,0.0,260.0,0.0
6364d3f0f495b6ab9dcf8d3b5c6e0b01,cfb54b1ce12bb3f9b6b9e2ea0b57414b,2023-06-24,0,2.0,0.0,412.0,0.0
42a0e188f5033bc65bf8d78622277c4e,0f152427918d29bb1081834c1d375a48,2023-06-30,0,1.0,0.0,41.0,0.0
42a0e188f5033bc65bf8d78622277c4e,cbaca3167c8aa7c3352f2e7be9300285,2022-10-24,0,1.0,0.0,159.0,0.0
42a0e188f5033bc65bf8d78622277c4e,d23f1d1cd4efe77dac5482f856a9d12d,2023-06-19,0,2.0,0.0,483.0,0.0
42a0e188f5033bc65bf8d78622277c4e,02713435f3587e2c81d8f6a9016763ea,2023-05-01,0,1.0,0.0,393.0,0.0
f7e6c85504ce6e82442c770f7c8606f0,535e298d8e5cd1f7963af0028e58a2e5,2022-08-08,0,8.0,0.0,1598.0,0.0
c81e728d9d4c2f636f067f89cc14862c,5b26f85ccb23039364226f66f0366c66,2022-08-27,0,13.0,0.0,183.0,0.0
16a5cdae362b8d27a1d8f8c7b78b4330,a88eebcf3dd28da67455654bbfe5a9fa,2022-12-15,0,5.0,0.0,491.0,0.0
c81e728d9d4c2f636f067f89cc14862c,d30eea686dd9375430858468d5aa8824,2023-02-16,0,6.0,0.0,1057.0,0.0
c81e728d9d4c2f636f067f89cc14862c,b77bf3cb7967619f5b3d226d63dae631,2022-10-19,0,7.0,0.0,1018.0,0.0
42a0e188f5033bc65bf8d78622277c4e,b7e2077a3d7fa0d30e0eb5ec7fa349e8,2022-11-15,1,4.0,4.0,799.0,799.0
16a5cdae362b8d27a1d8f8c7b78b4330,2c6c2e0fb9a48b16ea6aecc7cdcf8af8,2022-11-25,0,5.0,0.0,147.0,0.0
6364d3f0f495b6ab9dcf8d3b5c6e0b01,c414a81a76886b53ba8397999ef8d01f,2023-06-14,0,1.0,0.0,291.0,0.0
6364d3f0f495b6ab9dcf8d3b5c6e0b01,6811c89c74a156baa50dcefedb2cc963,2023-04-30,1,4.0,4.0,144.0,144.0
fa7cdfad1a5aaf8370ebeda47a1ff1c3,5e2d3a13d29cdd6b49cd1ca965075439,2023-04-13,0,1.0,0.0,34.0,0.0
42a0e188f5033bc65bf8d78622277c4e,990868cbdd051df83a7c6608980ad4dc,2023-06-25,1,0.0,0.0,49.0,49.0
6364d3f0f495b6ab9dcf8d3b5c6e0b01,364196813f3b746270a9b27bd76149c9,2023-07-04,0,1.0,0.0,270.0,0.0
16a5cdae362b8d27a1d8f8c7b78b4330,1ef67b3830faf45363d2da935c604d7a,2023-01-09,0,14.0,0.0,405.0,0.0
fa7cdfad1a5aaf8370ebeda47a1ff1c3,7d945116ed12c2807d081df6f666ba37,2023-07-18,0,2.0,0.0,318.0,0.0
42a0e188f5033bc65bf8d78622277c4e,9b57d53d69670d9e6f189ac379d0a234,2022-11-06,0,1.0,0.0,61.0,0.0
c81e728d9d4c2f636f067f89cc14862c,41f5b25a0e207db981d36fc91e80a8e7,2023-04-12,1,1.0,1.0,142.0,142.0
42a0e188f5033bc65bf8d78622277c4e,d422a9e072907827d1571933f897d9d2,2023-03-12,0,2.0,0.0,473.0,0.0
53e19f3dbb211f20b20b45668303c1b6,8cc3c766285e320aef48183a4bbe22d1,2023-04-29,1,2.0,2.0,73.0,73.0
6364d3f0f495b6ab9dcf8d3b5c6e0b01,47b1d7b5e5b4a00d7146ba165bfb43c8,2023-04-09,1,1.0,1.0,155.0,155.0
6364d3f0f495b6ab9dcf8d3b5c6e0b01,2002ebfa9e4ef4ddbaef4844a1d668b0,2022-10-12,0,1.0,0.0,181.0,0.0
1ecfb463472ec9115b10c292ef8bc986,1f866d0d3eda091c5166cc5a321132fd,2022-10-12,0,4.0,0.0,711.0,0.0
c81e728d9d4c2f636f067f89cc14862c,8907813626e3a8936c6850398c4cf715,2023-05-27,0,1.0,0.0,113.0,0.0
16a5cdae362b8d27a1d8f8c7b78b4330,194adbcaa46104c43d41ad4f23c18407,2023-02-16,1,2.0,2.0,98.0,98.0
fa7cdfad1a5aaf8370ebeda47a1ff1c3,bdc9c81991f261b2d80ae9c28c576232,2023-06-02,1,1.0,1.0,435.0,435.0
16a5cdae362b8d27a1d8f8c7b78b4330,8b579a572c0623c19b828110915b3959,2023-06-02,0,3.0,0.0,900.0,0.0
f7e6c85504ce6e82442c770f7c8606f0,5adfc37e8b1a7ab1549daeb6f4918426,2022-10-24,0,20.0,0.0,328.0,0.0
fa7cdfad1a5aaf8370ebeda47a1ff1c3,6fe34513bd68faaa3c320af98460dacb,2022-12-25,0,1.0,0.0,134.0,0.0
f7e6c85504ce6e82442c770f7c8606f0,5e513d8830b4e93051b81843e48098c5,2023-06-14,0,2.0,0.0,272.0,0.0
42a0e188f5033bc65bf8d78622277c4e,74c606bffdaf24b13b0f152228f45ea8,2022-12-10,0,6.0,0.0,831.0,0.0
6364d3f0f495b6ab9dcf8d3b5c6e0b01,8907813626e3a8936c6850398c4cf715,2022-09-27,1,2.0,2.0,429.0,429.0
42a0e188f5033bc65bf8d78622277c4e,0ad7341f0f7f634f1f3d24ed53e0788c,2023-05-05,1,3.0,3.0,764.0,764.0
fa7cdfad1a5aaf8370ebeda47a1ff1c3,1cec786e41a51f75b5701511f995218b,2023-05-09,0,7.0,0.0,532.0,0.0
42a0e188f5033bc65bf8d78622277c4e,9e592a23ed09b72bd6ac10a51fcb1194,2023-06-04,1,2.0,2.0,34.0,34.0
6364d3f0f495b6ab9dcf8d3b5c6e0b01,178946dc0cfb8cbcb7b4e672930affd5,2023-02-03,0,2.0,0.0,397.0,0.0
16a5cdae362b8d27a1d8f8c7b78b4330,770be3f109c6001e7926a38b0837dfa8,2023-05-24,1,3.0,3.0,79.0,79.0
c81e728d9d4c2f636f067f89cc14862c,6b1344097385a42484abd4746371e416,2023-06-22,1,1.0,1.0,19.0,19.0
f7e6c85504ce6e82442c770f7c8606f0,c156cea027720c227089e679b3ae9d1b,2023-06-09,0,1.0,0.0,123.0,0.0
c81e728d9d4c2f636f067f89cc14862c,a33bbb67c7a7089d4734b0c7615d0fab,2023-05-11,1,1.0,1.0,140.0,140.0
c81e728d9d4c2f636f067f89cc14862c,9b19ad7e373e94a7a2364068a39efc9c,2022-09-27,1,2.0,2.0,188.0,188.0
16a5cdae362b8d27a1d8f8c7b78b4330,194585b5215aea447389c5fefca09c61,2023-04-17,0,2.0,0.0,289.0,0.0
16a5cdae362b8d27a1d8f8c7b78b4330,1cec786e41a51f75b5701511f995218b,2023-02-24,1,21.0,21.0,1107.0,1107.0
fa7cdfad1a5aaf8370ebeda47a1ff1c3,a2f01e8907594a5cc33b21086a702036,2022-10-09,0,8.0,0.0,2124.0,0.0
f7e6c85504ce6e82442c770f7c8606f0,5b26f85ccb23039364226f66f0366c66,2022-12-28,1,1.0,1.0,12.0,12.0
c81e728d9d4c2f636f067f89cc14862c,8eb71e36921c0fee5b3ba541bd2fe80e,2022-12-10,1,1.0,1.0,69.0,69.0
c81e728d9d4c2f636f067f89cc14862c,7cff1d61d59fed386e9c505b42406253,2023-06-25,0,1.0,0.0,172.0,0.0
16a5cdae362b8d27a1d8f8c7b78b4330,d185c5ed37536ac0063f735f7a15dd24,2022-10-29,0,2.0,0.0,281.0,0.0
42a0e188f5033bc65bf8d78622277c4e,82704fa1c2dbdb928bf4eed0667260dd,2023-03-13,1,2.0,2.0,190.0,190.0
f7e6c85504ce6e82442c770f7c8606f0,a9e6d9a4ffe9ece67328c36bf09741bc,2023-04-08,0,0.0,0.0,86.0,0.0
c81e728d9d4c2f636f067f89cc14862c,22a809f90d12f85331f5c9a870e56633,2022-08-25,0,1.0,0.0,234.0,0.0
c81e728d9d4c2f636f067f89cc14862c,c4ba4ae1a518779efc096ea258259c22,2023-02-25,1,7.0,7.0,341.0,341.0
42a0e188f5033bc65bf8d78622277c4e,e920cfe91ed07f0d5172f8ef60e01afb,2022-09-09,0,1.0,0.0,285.0,0.0
16a5cdae362b8d27a1d8f8c7b78b4330,fdb89dfd1a27256904eb5a5734252102,2023-01-22,0,1.0,0.0,232.0,0.0
1ecfb463472ec9115b10c292ef8bc986,231af8dc5fd5b69a7cfc4b015ebfd72a,2022-08-29,1,2.0,2.0,73.0,73.0
f7e6c85504ce6e82442c770f7c8606f0,6e822618c30449cfabec9b22a7de1425,2023-06-24,1,4.0,4.0,1135.0,1135.0
1ecfb463472ec9115b10c292ef8bc986,4a414f0b3efd2527d575e0e2f51b61aa,2022-11-26,0,3.0,0.0,172.0,0.0
fa7cdfad1a5aaf8370ebeda47a1ff1c3,fe5d18ae6650335830e4c1dbd9e6ddb9,2023-04-22,1,2.0,2.0,165.0,165.0
fa7cdfad1a5aaf8370ebeda47a1ff1c3,ed9fea5c1775ffdc57624195eddfc671,2023-02-27,1,0.0,0.0,43.0,43.0
1ecfb463472ec9115b10c292ef8bc986,cf91eca9321c9c272fb4e7cf4bcc6a43,2023-01-27,1,4.0,4.0,129.0,129.0
c81e728d9d4c2f636f067f89cc14862c,eb01393af653df8a7e4c2834eb58412a,2023-06-02,1,2.0,2.0,234.0,234.0
42a0e188f5033bc65bf8d78622277c4e,2a072dd33174b678fe0749c2cabcb3e6,2023-07-14,0,1.0,0.0,32.0,0.0
fa7cdfad1a5aaf8370ebeda47a1ff1c3,7d945116ed12c2807d081df6f666ba37,2023-05-30,1,1.0,1.0,151.0,151.0
fa7cdfad1a5aaf8370ebeda47a1ff1c3,42a303fc7a6b682be534d5a0e8d3a115,2023-04-24,1,2.0,2.0,188.0,188.0
42a0e188f5033bc65bf8d78622277c4e,d35a34476be067a04fa756c8c0b7dfbd,2022-09-24,0,1.0,0.0,82.0,0.0
42a0e188f5033bc65bf8d78622277c4e,f152516615efd05cf4b4903b03d4a45d,2023-03-02,0,1.0,0.0,76.0,0.0
c81e728d9d4c2f636f067f89cc14862c,c0e3f3bd815a862433bc3399c487926b,2023-05-07,1,2.0,2.0,249.0,249.0
c81e728d9d4c2f636f067f89cc14862c,5b26f85ccb23039364226f66f0366c66,2023-05-07,0,14.0,0.0,249.0,0.0
c81e728d9d4c2f636f067f89cc14862c,e79eb35132023b80bd8610a4ee16e52d,2023-05-02,0,1.0,0.0,354.0,0.0
1ecfb463472ec9115b10c292ef8bc986,f5c4b08ce07d102062c2947967ad750e,2023-01-22,0,2.0,0.0,65.0,0.0
42a0e188f5033bc65bf8d78622277c4e,68499aae61b2a91ad55f277e61604363,2022-11-20,0,2.0,0.0,54.0,0.0
16a5cdae362b8d27a1d8f8c7b78b4330,1edb148e94ceddc5abaa91ad4814a737,2023-01-01,0,2.0,0.0,90.0,0.0
6364d3f0f495b6ab9dcf8d3b5c6e0b01,4c8f26ea6f6790779345b500b2f70e9b,2023-05-25,0,4.0,0.0,329.0,0.0
16a5cdae362b8d27a1d8f8c7b78b4330,dc8e1d0c7e95ae832902953b1dc4a22d,2022-12-11,1,2.0,2.0,339.0,339.0
c81e728d9d4c2f636f067f89cc14862c,5d560ea997068115892d2f0bd7cf91c3,2023-06-20,1,3.0,3.0,514.0,514.0
16a5cdae362b8d27a1d8f8c7b78b4330,f28e2941cd8ffdf35d778c3578cf7041,2023-02-08,1,1.0,1.0,274.0,274.0
1ecfb463472ec9115b10c292ef8bc986,583a3fa61e242bb7e9eaaefb1774a484,2023-01-30,0,3.0,0.0,126.0,0.0
fa7cdfad1a5aaf8370ebeda47a1ff1c3,3e25a622c0fd509e34d7c58371a455c6,2023-06-11,0,5.0,0.0,196.0,0.0
16a5cdae362b8d27a1d8f8c7b78b4330,5a0896291d246465ff739135888c3a1b,2022-10-04,1,1.0,1.0,94.0,94.0
16a5cdae362b8d27a1d8f8c7b78b4330,1edb148e94ceddc5abaa91ad4814a737,2023-04-16,0,11.0,0.0,537.0,0.0
1ecfb463472ec9115b10c292ef8bc986,c82dccf4ccf7017ba622a86f5dcbc736,2023-06-26,0,4.0,0.0,686.0,0.0
6364d3f0f495b6ab9dcf8d3b5c6e0b01,2e463fcb1369be4d5dfbe87e04f60df2,2022-08-25,0,7.0,0.0,882.0,0.0
6364d3f0f495b6ab9dcf8d3b5c6e0b01,8b6d47ed609b1f6651a79cb6210b63f8,2022-09-23,1,0.0,0.0,43.0,43.0
6364d3f0f495b6ab9dcf8d3b5c6e0b01,b960c6ee5b5efa12e73f810204b561a8,2023-02-08,1,1.0,1.0,58.0,58.0
42a0e188f5033bc65bf8d78622277c4e,6d8bf88f6daf3b37de081afcf75ec6cf,2023-02-15,0,5.0,0.0,319.0,0.0
42a0e188f5033bc65bf8d78622277c4e,7708533936cc9e00273ae5700d3bc8d5,2023-03-31,0,1.0,0.0,347.0,0.0
6364d3f0f495b6ab9dcf8d3b5c6e0b01,0448c8afc036bb44c457d7e9edd74c50,2023-07-15,0,2.0,0.0,382.0,0.0
f7e6c85504ce6e82442c770f7c8606f0,9029365b9b6fc2800431fa6f2be03569,2022-08-27,0,8.0,0.0,658.0,0.0
16a5cdae362b8d27a1d8f8c7b78b4330,7dd38bbf2b01bddc0a5bec20a4263c16,2023-06-02,1,1.0,1.0,43.0,43.0
16a5cdae362b8d27a1d8f8c7b78b4330,cfb54b1ce12bb3f9b6b9e2ea0b57414b,2022-09-05,0,3.0,0.0,689.0,0.0
42a0e188f5033bc65bf8d78622277c4e,1b554caad50131478083eb6e4f7845d6,2022-08-03,0,9.0,0.0,1537.0,0.0
6364d3f0f495b6ab9dcf8d3b5c6e0b01,ce429dec957b9d6f3658eaa343fc40f0,2023-01-13,1,1.0,1.0,220.0,220.0
fa7cdfad1a5aaf8370ebeda47a1ff1c3,2dc922d957188fb51dd2bd50ec9b555a,2023-03-09,0,1.0,0.0,41.0,0.0
c81e728d9d4c2f636f067f89cc14862c,f28e2941cd8ffdf35d778c3578cf7041,2023-04-14,1,0.0,0.0,73.0,73.0
42a0e188f5033bc65bf8d78622277c4e,e9da9f97fbe39e61f768b34fa06191fa,2023-06-16,0,2.0,0.0,665.0,0.0
42a0e188f5033bc65bf8d78622277c4e,40c651c778ea5ff2c54b164483dbae9c,2023-02-24,0,3.0,0.0,580.0,0.0
53e19f3dbb211f20b20b45668303c1b6,78c0871b41555cdb2d752fd426102ab5,2022-12-21,1,1.0,1.0,162.0,162.0
16a5cdae362b8d27a1d8f8c7b78b4330,37811c8faa35b7439a5f8815cccedd62,2022-10-04,0,3.0,0.0,305.0,0.0
42a0e188f5033bc65bf8d78622277c4e,5fb6bfa7b7d9a415d5f95d3951e2a35d,2023-04-24,1,6.0,6.0,792.0,792.0
fa7cdfad1a5aaf8370ebeda47a1ff1c3,cec450400539c79f06aff1649043f170,2023-03-17,1,0.0,0.0,68.0,68.0
16a5cdae362b8d27a1d8f8c7b78b4330,d22bb534b7964c0cafab6aab1995f000,2022-09-28,1,1.0,1.0,77.0,77.0
42a0e188f5033bc65bf8d78622277c4e,4b083e10f6cd2f4360c5425d05be6386,2023-05-16,0,29.0,0.0,2196.0,0.0
f7e6c85504ce6e82442c770f7c8606f0,2e463fcb1369be4d5dfbe87e04f60df2,2023-04-21,0,10.0,0.0,1320.0,0.0
42a0e188f5033bc65bf8d78622277c4e,ebef63de0e8fe04e0d681a25face55c9,2022-10-27,1,5.0,5.0,584.0,584.0
fa7cdfad1a5aaf8370ebeda47a1ff1c3,cf91eca9321c9c272fb4e7cf4bcc6a43,2023-03-08,1,2.0,2.0,67.0,67.0
1ecfb463472ec9115b10c292ef8bc986,f89b495364737a1bc0039b9a8003de5d,2022-11-08,0,1.0,0.0,202.0,0.0
fa7cdfad1a5aaf8370ebeda47a1ff1c3,b6871caaf03565202e4c3bafef2af7c6,2023-02-06,0,1.0,0.0,119.0,0.0
42a0e188f5033bc65bf8d78622277c4e,a3f2130d312ab153ba470886115ea2ee,2022-11-14,1,9.0,9.0,1526.0,1526.0
f7e6c85504ce6e82442c770f7c8606f0,566f6537c25d40d0b6adec07323e65e8,2022-08-26,0,12.0,0.0,342.0,0.0
f7e6c85504ce6e82442c770f7c8606f0,98157f067d98b2d4c8e9599b88632516,2023-06-05,1,1.0,1.0,86.0,86.0
