year,day,weekday,date,calday,holiday,covid
2018,23,6,23.06.2018,20180623,1,0
2018,24,7,24.06.2018,20180624,1,0
2018,25,1,25.06.2018,20180625,0,0
2018,26,2,26.06.2018,20180626,0,0
2018,27,3,27.06.2018,20180627,0,0
2018,28,4,28.06.2018,20180628,0,0
2018,29,5,29.06.2018,20180629,0,0
2018,30,6,30.06.2018,20180630,1,0
2018,1,7,01.07.2018,20180701,1,0
2018,2,1,02.07.2018,20180702,0,0
2018,3,2,03.07.2018,20180703,0,0
2018,4,3,04.07.2018,20180704,0,0
2018,5,4,05.07.2018,20180705,0,0
2018,6,5,06.07.2018,20180706,0,0
2018,7,6,07.07.2018,20180707,1,0
2018,8,7,08.07.2018,20180708,1,0
2018,9,1,09.07.2018,20180709,0,0
2018,10,2,10.07.2018,20180710,0,0
2018,11,3,11.07.2018,20180711,0,0
2018,12,4,12.07.2018,20180712,0,0
2018,13,5,13.07.2018,20180713,0,0
2018,14,6,14.07.2018,20180714,1,0
2018,15,7,15.07.2018,20180715,1,0
2018,16,1,16.07.2018,20180716,0,0
2018,17,2,17.07.2018,20180717,0,0
2018,18,3,18.07.2018,20180718,0,0
2018,19,4,19.07.2018,20180719,0,0
2018,20,5,20.07.2018,20180720,0,0
2018,21,6,21.07.2018,20180721,1,0
2018,22,7,22.07.2018,20180722,1,0
2018,23,1,23.07.2018,20180723,0,0
2018,24,2,24.07.2018,20180724,0,0
2018,25,3,25.07.2018,20180725,0,0
2018,26,4,26.07.2018,20180726,0,0
2018,27,5,27.07.2018,20180727,0,0
2018,28,6,28.07.2018,20180728,1,0
2018,29,7,29.07.2018,20180729,1,0
2018,30,1,30.07.2018,20180730,0,0
2018,31,2,31.07.2018,20180731,0,0
2018,1,3,01.08.2018,20180801,0,0
2018,2,4,02.08.2018,20180802,0,0
2018,3,5,03.08.2018,20180803,0,0
2018,4,6,04.08.2018,20180804,1,0
2018,5,7,05.08.2018,20180805,1,0
2018,6,1,06.08.2018,20180806,0,0
2018,7,2,07.08.2018,20180807,0,0
2018,8,3,08.08.2018,20180808,0,0
2018,9,4,09.08.2018,20180809,0,0
2018,10,5,10.08.2018,20180810,0,0
2018,11,6,11.08.2018,20180811,1,0
2018,12,7,12.08.2018,20180812,1,0
2018,13,1,13.08.2018,20180813,0,0
2018,14,2,14.08.2018,20180814,0,0
2018,15,3,15.08.2018,20180815,0,0
2018,16,4,16.08.2018,20180816,0,0
2018,17,5,17.08.2018,20180817,0,0
2018,18,6,18.08.2018,20180818,1,0
2018,19,7,19.08.2018,20180819,1,0
2018,20,1,20.08.2018,20180820,0,0
2018,21,2,21.08.2018,20180821,0,0
2018,22,3,22.08.2018,20180822,0,0
2018,23,4,23.08.2018,20180823,0,0
2018,24,5,24.08.2018,20180824,0,0
2018,25,6,25.08.2018,20180825,1,0
2018,26,7,26.08.2018,20180826,1,0
2018,27,1,27.08.2018,20180827,0,0
2018,28,2,28.08.2018,20180828,0,0
2018,29,3,29.08.2018,20180829,0,0
2018,30,4,30.08.2018,20180830,0,0
2018,31,5,31.08.2018,20180831,0,0
2018,1,6,01.09.2018,20180901,1,0
2018,2,7,02.09.2018,20180902,1,0
2018,3,1,03.09.2018,20180903,0,0
2018,4,2,04.09.2018,20180904,0,0
2018,5,3,05.09.2018,20180905,0,0
2018,6,4,06.09.2018,20180906,0,0
2018,7,5,07.09.2018,20180907,0,0
2018,8,6,08.09.2018,20180908,1,0
2018,9,7,09.09.2018,20180909,1,0
2018,10,1,10.09.2018,20180910,0,0
2018,11,2,11.09.2018,20180911,0,0
2018,12,3,12.09.2018,20180912,0,0
2018,13,4,13.09.2018,20180913,0,0
2018,14,5,14.09.2018,20180914,0,0
2018,15,6,15.09.2018,20180915,1,0
2018,16,7,16.09.2018,20180916,1,0
2018,17,1,17.09.2018,20180917,0,0
2018,18,2,18.09.2018,20180918,0,0
2018,19,3,19.09.2018,20180919,0,0
2018,20,4,20.09.2018,20180920,0,0
2018,21,5,21.09.2018,20180921,0,0
2018,22,6,22.09.2018,20180922,1,0
2018,23,7,23.09.2018,20180923,1,0
2018,24,1,24.09.2018,20180924,0,0
2018,25,2,25.09.2018,20180925,0,0
2018,26,3,26.09.2018,20180926,0,0
2018,27,4,27.09.2018,20180927,0,0
2018,28,5,28.09.2018,20180928,0,0
2018,29,6,29.09.2018,20180929,1,0
2018,30,7,30.09.2018,20180930,1,0
2018,1,1,01.10.2018,20181001,0,0
2018,2,2,02.10.2018,20181002,0,0
2018,3,3,03.10.2018,20181003,0,0
2018,4,4,04.10.2018,20181004,0,0
2018,5,5,05.10.2018,20181005,0,0
2018,6,6,06.10.2018,20181006,1,0
2018,7,7,07.10.2018,20181007,1,0
2018,8,1,08.10.2018,20181008,0,0
2018,9,2,09.10.2018,20181009,0,0
2018,10,3,10.10.2018,20181010,0,0
2018,11,4,11.10.2018,20181011,0,0
2018,12,5,12.10.2018,20181012,0,0
2018,13,6,13.10.2018,20181013,1,0
2018,14,7,14.10.2018,20181014,1,0
2018,15,1,15.10.2018,20181015,0,0
2018,16,2,16.10.2018,20181016,0,0
2018,17,3,17.10.2018,20181017,0,0
2018,18,4,18.10.2018,20181018,0,0
2018,19,5,19.10.2018,20181019,0,0
2018,20,6,20.10.2018,20181020,1,0
2018,21,7,21.10.2018,20181021,1,0
2018,22,1,22.10.2018,20181022,0,0
2018,23,2,23.10.2018,20181023,0,0
2018,24,3,24.10.2018,20181024,0,0
2018,25,4,25.10.2018,20181025,0,0
2018,26,5,26.10.2018,20181026,0,0
2018,27,6,27.10.2018,20181027,1,0
2018,28,7,28.10.2018,20181028,1,0
2018,29,1,29.10.2018,20181029,0,0
2018,30,2,30.10.2018,20181030,0,0
2018,31,3,31.10.2018,20181031,0,0
2018,1,4,01.11.2018,20181101,0,0
2018,2,5,02.11.2018,20181102,0,0
2018,3,6,03.11.2018,20181103,1,0
2018,4,7,04.11.2018,20181104,1,0
2018,5,1,05.11.2018,20181105,1,0
2018,6,2,06.11.2018,20181106,0,0
2018,7,3,07.11.2018,20181107,0,0
2018,8,4,08.11.2018,20181108,0,0
2018,9,5,09.11.2018,20181109,0,0
2018,10,6,10.11.2018,20181110,1,0
2018,11,7,11.11.2018,20181111,1,0
2018,12,1,12.11.2018,20181112,0,0
2018,13,2,13.11.2018,20181113,0,0
2018,14,3,14.11.2018,20181114,0,0
2018,15,4,15.11.2018,20181115,0,0
2018,16,5,16.11.2018,20181116,0,0
2018,17,6,17.11.2018,20181117,1,0
2018,18,7,18.11.2018,20181118,1,0
2018,19,1,19.11.2018,20181119,0,0
2018,20,2,20.11.2018,20181120,0,0
2018,21,3,21.11.2018,20181121,0,0
2018,22,4,22.11.2018,20181122,0,0
2018,23,5,23.11.2018,20181123,0,0
2018,24,6,24.11.2018,20181124,1,0
2018,25,7,25.11.2018,20181125,1,0
2018,26,1,26.11.2018,20181126,0,0
2018,27,2,27.11.2018,20181127,0,0
2018,28,3,28.11.2018,20181128,0,0
2018,29,4,29.11.2018,20181129,0,0
2018,30,5,30.11.2018,20181130,0,0
2018,1,6,01.12.2018,20181201,1,0
2018,2,7,02.12.2018,20181202,1,0
2018,3,1,03.12.2018,20181203,0,0
2018,4,2,04.12.2018,20181204,0,0
2018,5,3,05.12.2018,20181205,0,0
2018,6,4,06.12.2018,20181206,0,0
2018,7,5,07.12.2018,20181207,0,0
2018,8,6,08.12.2018,20181208,1,0
2018,9,7,09.12.2018,20181209,1,0
2018,10,1,10.12.2018,20181210,0,0
2018,11,2,11.12.2018,20181211,0,0
2018,12,3,12.12.2018,20181212,0,0
2018,13,4,13.12.2018,20181213,0,0
2018,14,5,14.12.2018,20181214,0,0
2018,15,6,15.12.2018,20181215,1,0
2018,16,7,16.12.2018,20181216,1,0
2018,17,1,17.12.2018,20181217,0,0
2018,18,2,18.12.2018,20181218,0,0
2018,19,3,19.12.2018,20181219,0,0
2018,20,4,20.12.2018,20181220,0,0
2018,21,5,21.12.2018,20181221,0,0
2018,22,6,22.12.2018,20181222,1,0
2018,23,7,23.12.2018,20181223,1,0
2018,24,1,24.12.2018,20181224,0,0
2018,25,2,25.12.2018,20181225,0,0
2018,26,3,26.12.2018,20181226,0,0
2018,27,4,27.12.2018,20181227,0,0
2018,28,5,28.12.2018,20181228,0,0
2018,29,6,29.12.2018,20181229,0,0
2018,30,7,30.12.2018,20181230,1,0
2018,31,1,31.12.2018,20181231,1,0
2019,1,2,01.01.2019,20190101,1,0
2019,2,3,02.01.2019,20190102,1,0
2019,3,4,03.01.2019,20190103,1,0
2019,4,5,04.01.2019,20190104,1,0
2019,5,6,05.01.2019,20190105,1,0
2019,6,7,06.01.2019,20190106,1,0
2019,7,1,07.01.2019,20190107,1,0
2019,8,2,08.01.2019,20190108,1,0
2019,9,3,09.01.2019,20190109,0,0
2019,10,4,10.01.2019,20190110,0,0
2019,11,5,11.01.2019,20190111,0,0
2019,12,6,12.01.2019,20190112,1,0
2019,13,7,13.01.2019,20190113,1,0
2019,14,1,14.01.2019,20190114,0,0
2019,15,2,15.01.2019,20190115,0,0
2019,16,3,16.01.2019,20190116,0,0
2019,17,4,17.01.2019,20190117,0,0
2019,18,5,18.01.2019,20190118,0,0
2019,19,6,19.01.2019,20190119,1,0
2019,20,7,20.01.2019,20190120,1,0
2019,21,1,21.01.2019,20190121,0,0
2019,22,2,22.01.2019,20190122,0,0
2019,23,3,23.01.2019,20190123,0,0
2019,24,4,24.01.2019,20190124,0,0
2019,25,5,25.01.2019,20190125,0,0
2019,26,6,26.01.2019,20190126,1,0
2019,27,7,27.01.2019,20190127,1,0
2019,28,1,28.01.2019,20190128,0,0
2019,29,2,29.01.2019,20190129,0,0
2019,30,3,30.01.2019,20190130,0,0
2019,31,4,31.01.2019,20190131,0,0
2019,1,5,01.02.2019,20190201,0,0
2019,2,6,02.02.2019,20190202,1,0
2019,3,7,03.02.2019,20190203,1,0
2019,4,1,04.02.2019,20190204,0,0
2019,5,2,05.02.2019,20190205,0,0
2019,6,3,06.02.2019,20190206,0,0
2019,7,4,07.02.2019,20190207,0,0
2019,8,5,08.02.2019,20190208,0,0
2019,9,6,09.02.2019,20190209,1,0
2019,10,7,10.02.2019,20190210,1,0
2019,11,1,11.02.2019,20190211,0,0
2019,12,2,12.02.2019,20190212,0,0
2019,13,3,13.02.2019,20190213,0,0
2019,14,4,14.02.2019,20190214,0,0
2019,15,5,15.02.2019,20190215,0,0
2019,16,6,16.02.2019,20190216,1,0
2019,17,7,17.02.2019,20190217,1,0
2019,18,1,18.02.2019,20190218,0,0
2019,19,2,19.02.2019,20190219,0,0
2019,20,3,20.02.2019,20190220,0,0
2019,21,4,21.02.2019,20190221,0,0
2019,22,5,22.02.2019,20190222,0,0
2019,23,6,23.02.2019,20190223,1,0
2019,24,7,24.02.2019,20190224,1,0
2019,25,1,25.02.2019,20190225,0,0
2019,26,2,26.02.2019,20190226,0,0
2019,27,3,27.02.2019,20190227,0,0
2019,28,4,28.02.2019,20190228,0,0
2019,1,5,01.03.2019,20190301,0,0
2019,2,6,02.03.2019,20190302,1,0
2019,3,7,03.03.2019,20190303,1,0
2019,4,1,04.03.2019,20190304,0,0
2019,5,2,05.03.2019,20190305,0,0
2019,6,3,06.03.2019,20190306,0,0
2019,7,4,07.03.2019,20190307,0,0
2019,8,5,08.03.2019,20190308,1,0
2019,9,6,09.03.2019,20190309,1,0
2019,10,7,10.03.2019,20190310,1,0
2019,11,1,11.03.2019,20190311,0,0
2019,12,2,12.03.2019,20190312,0,0
2019,13,3,13.03.2019,20190313,0,0
2019,14,4,14.03.2019,20190314,0,0
2019,15,5,15.03.2019,20190315,0,0
2019,16,6,16.03.2019,20190316,1,0
2019,17,7,17.03.2019,20190317,1,0
2019,18,1,18.03.2019,20190318,0,0
2019,19,2,19.03.2019,20190319,0,0
2019,20,3,20.03.2019,20190320,0,0
2019,21,4,21.03.2019,20190321,0,0
2019,22,5,22.03.2019,20190322,0,0
2019,23,6,23.03.2019,20190323,1,0
2019,24,7,24.03.2019,20190324,1,0
2019,25,1,25.03.2019,20190325,0,0
2019,26,2,26.03.2019,20190326,0,0
2019,27,3,27.03.2019,20190327,0,0
2019,28,4,28.03.2019,20190328,0,0
2019,29,5,29.03.2019,20190329,0,0
2019,30,6,30.03.2019,20190330,1,0
2019,31,7,31.03.2019,20190331,1,0
2019,1,1,01.04.2019,20190401,0,0
2019,2,2,02.04.2019,20190402,0,0
2019,3,3,03.04.2019,20190403,0,0
2019,4,4,04.04.2019,20190404,0,0
2019,5,5,05.04.2019,20190405,0,0
2019,6,6,06.04.2019,20190406,1,0
2019,7,7,07.04.2019,20190407,1,0
2019,8,1,08.04.2019,20190408,0,0
2019,9,2,09.04.2019,20190409,0,0
2019,10,3,10.04.2019,20190410,0,0
2019,11,4,11.04.2019,20190411,0,0
2019,12,5,12.04.2019,20190412,0,0
2019,13,6,13.04.2019,20190413,1,0
2019,14,7,14.04.2019,20190414,1,0
2019,15,1,15.04.2019,20190415,0,0
2019,16,2,16.04.2019,20190416,0,0
2019,17,3,17.04.2019,20190417,0,0
2019,18,4,18.04.2019,20190418,0,0
2019,19,5,19.04.2019,20190419,0,0
2019,20,6,20.04.2019,20190420,1,0
2019,21,7,21.04.2019,20190421,1,0
2019,22,1,22.04.2019,20190422,0,0
2019,23,2,23.04.2019,20190423,0,0
2019,24,3,24.04.2019,20190424,0,0
2019,25,4,25.04.2019,20190425,0,0
2019,26,5,26.04.2019,20190426,0,0
2019,27,6,27.04.2019,20190427,1,0
2019,28,7,28.04.2019,20190428,1,0
2019,29,1,29.04.2019,20190429,0,0
2019,30,2,30.04.2019,20190430,0,0
2019,1,3,01.05.2019,20190501,1,0
2019,2,4,02.05.2019,20190502,1,0
2019,3,5,03.05.2019,20190503,1,0
2019,4,6,04.05.2019,20190504,1,0
2019,5,7,05.05.2019,20190505,1,0
2019,6,1,06.05.2019,20190506,0,0
2019,7,2,07.05.2019,20190507,0,0
2019,8,3,08.05.2019,20190508,0,0
2019,9,4,09.05.2019,20190509,1,0
2019,10,5,10.05.2019,20190510,1,0
2019,11,6,11.05.2019,20190511,1,0
2019,12,7,12.05.2019,20190512,1,0
2019,13,1,13.05.2019,20190513,0,0
2019,14,2,14.05.2019,20190514,0,0
2019,15,3,15.05.2019,20190515,0,0
2019,16,4,16.05.2019,20190516,0,0
2019,17,5,17.05.2019,20190517,0,0
2019,18,6,18.05.2019,20190518,1,0
2019,19,7,19.05.2019,20190519,1,0
2019,20,1,20.05.2019,20190520,0,0
2019,21,2,21.05.2019,20190521,0,0
2019,22,3,22.05.2019,20190522,0,0
2019,23,4,23.05.2019,20190523,0,0
2019,24,5,24.05.2019,20190524,0,0
2019,25,6,25.05.2019,20190525,1,0
2019,26,7,26.05.2019,20190526,1,0
2019,27,1,27.05.2019,20190527,0,0
2019,28,2,28.05.2019,20190528,0,0
2019,29,3,29.05.2019,20190529,0,0
2019,30,4,30.05.2019,20190530,0,0
2019,31,5,31.05.2019,20190531,0,0
2019,1,6,01.06.2019,20190601,1,0
2019,2,7,02.06.2019,20190602,1,0
2019,3,1,03.06.2019,20190603,0,0
2019,4,2,04.06.2019,20190604,0,0
2019,5,3,05.06.2019,20190605,0,0
2019,6,4,06.06.2019,20190606,0,0
2019,7,5,07.06.2019,20190607,0,0
2019,8,6,08.06.2019,20190608,1,0
2019,9,7,09.06.2019,20190609,1,0
2019,10,1,10.06.2019,20190610,0,0
2019,11,2,11.06.2019,20190611,0,0
2019,12,3,12.06.2019,20190612,1,0
2019,13,4,13.06.2019,20190613,0,0
2019,14,5,14.06.2019,20190614,0,0
2019,15,6,15.06.2019,20190615,1,0
2019,16,7,16.06.2019,20190616,1,0
2019,17,1,17.06.2019,20190617,0,0
2019,18,2,18.06.2019,20190618,0,0
2019,19,3,19.06.2019,20190619,0,0
2019,20,4,20.06.2019,20190620,0,0
2019,21,5,21.06.2019,20190621,0,0
2019,22,6,22.06.2019,20190622,1,0
2019,23,7,23.06.2019,20190623,1,0
2019,24,1,24.06.2019,20190624,0,0
2019,25,2,25.06.2019,20190625,0,0
2019,26,3,26.06.2019,20190626,0,0
2019,27,4,27.06.2019,20190627,0,0
2019,28,5,28.06.2019,20190628,0,0
2019,29,6,29.06.2019,20190629,1,0
2019,30,7,30.06.2019,20190630,1,0
2019,1,1,01.07.2019,20190701,0,0
2019,2,2,02.07.2019,20190702,0,0
2019,3,3,03.07.2019,20190703,0,0
2019,4,4,04.07.2019,20190704,0,0
2019,5,5,05.07.2019,20190705,0,0
2019,6,6,06.07.2019,20190706,1,0
2019,7,7,07.07.2019,20190707,1,0
2019,8,1,08.07.2019,20190708,0,0
2019,9,2,09.07.2019,20190709,0,0
2019,10,3,10.07.2019,20190710,0,0
2019,11,4,11.07.2019,20190711,0,0
2019,12,5,12.07.2019,20190712,0,0
2019,13,6,13.07.2019,20190713,1,0
2019,14,7,14.07.2019,20190714,1,0
2019,15,1,15.07.2019,20190715,0,0
2019,16,2,16.07.2019,20190716,0,0
2019,17,3,17.07.2019,20190717,0,0
2019,18,4,18.07.2019,20190718,0,0
2019,19,5,19.07.2019,20190719,0,0
2019,20,6,20.07.2019,20190720,1,0
2019,21,7,21.07.2019,20190721,1,0
2019,22,1,22.07.2019,20190722,0,0
2019,23,2,23.07.2019,20190723,0,0
2019,24,3,24.07.2019,20190724,0,0
2019,25,4,25.07.2019,20190725,0,0
2019,26,5,26.07.2019,20190726,0,0
2019,27,6,27.07.2019,20190727,1,0
2019,28,7,28.07.2019,20190728,1,0
2019,29,1,29.07.2019,20190729,0,0
2019,30,2,30.07.2019,20190730,0,0
2019,31,3,31.07.2019,20190731,0,0
2019,1,4,01.08.2019,20190801,0,0
2019,2,5,02.08.2019,20190802,0,0
2019,3,6,03.08.2019,20190803,1,0
2019,4,7,04.08.2019,20190804,1,0
2019,5,1,05.08.2019,20190805,0,0
2019,6,2,06.08.2019,20190806,0,0
2019,7,3,07.08.2019,20190807,0,0
2019,8,4,08.08.2019,20190808,0,0
2019,9,5,09.08.2019,20190809,0,0
2019,10,6,10.08.2019,20190810,1,0
2019,11,7,11.08.2019,20190811,1,0
2019,12,1,12.08.2019,20190812,0,0
2019,13,2,13.08.2019,20190813,0,0
2019,14,3,14.08.2019,20190814,0,0
2019,15,4,15.08.2019,20190815,0,0
2019,16,5,16.08.2019,20190816,0,0
2019,17,6,17.08.2019,20190817,1,0
2019,18,7,18.08.2019,20190818,1,0
2019,19,1,19.08.2019,20190819,0,0
2019,20,2,20.08.2019,20190820,0,0
2019,21,3,21.08.2019,20190821,0,0
2019,22,4,22.08.2019,20190822,0,0
2019,23,5,23.08.2019,20190823,0,0
2019,24,6,24.08.2019,20190824,1,0
2019,25,7,25.08.2019,20190825,1,0
2019,26,1,26.08.2019,20190826,0,0
2019,27,2,27.08.2019,20190827,0,0
2019,28,3,28.08.2019,20190828,0,0
2019,29,4,29.08.2019,20190829,0,0
2019,30,5,30.08.2019,20190830,0,0
2019,31,6,31.08.2019,20190831,1,0
2019,1,7,01.09.2019,20190901,1,0
2019,2,1,02.09.2019,20190902,0,0
2019,3,2,03.09.2019,20190903,0,0
2019,4,3,04.09.2019,20190904,0,0
2019,5,4,05.09.2019,20190905,0,0
2019,6,5,06.09.2019,20190906,0,0
2019,7,6,07.09.2019,20190907,1,0
2019,8,7,08.09.2019,20190908,1,0
2019,9,1,09.09.2019,20190909,0,0
2019,10,2,10.09.2019,20190910,0,0
2019,11,3,11.09.2019,20190911,0,0
2019,12,4,12.09.2019,20190912,0,0
2019,13,5,13.09.2019,20190913,0,0
2019,14,6,14.09.2019,20190914,1,0
2019,15,7,15.09.2019,20190915,1,0
2019,16,1,16.09.2019,20190916,0,0
2019,17,2,17.09.2019,20190917,0,0
2019,18,3,18.09.2019,20190918,0,0
2019,19,4,19.09.2019,20190919,0,0
2019,20,5,20.09.2019,20190920,0,0
2019,21,6,21.09.2019,20190921,1,0
2019,22,7,22.09.2019,20190922,1,0
2019,23,1,23.09.2019,20190923,0,0
2019,24,2,24.09.2019,20190924,0,0
2019,25,3,25.09.2019,20190925,0,0
2019,26,4,26.09.2019,20190926,0,0
2019,27,5,27.09.2019,20190927,0,0
2019,28,6,28.09.2019,20190928,1,0
2019,29,7,29.09.2019,20190929,1,0
2019,30,1,30.09.2019,20190930,0,0
2019,1,2,01.10.2019,20191001,0,0
2019,2,3,02.10.2019,20191002,0,0
2019,3,4,03.10.2019,20191003,0,0
2019,4,5,04.10.2019,20191004,0,0
2019,5,6,05.10.2019,20191005,1,0
2019,6,7,06.10.2019,20191006,1,0
2019,7,1,07.10.2019,20191007,0,0
2019,8,2,08.10.2019,20191008,0,0
2019,9,3,09.10.2019,20191009,0,0
2019,10,4,10.10.2019,20191010,0,0
2019,11,5,11.10.2019,20191011,0,0
2019,12,6,12.10.2019,20191012,1,0
2019,13,7,13.10.2019,20191013,1,0
2019,14,1,14.10.2019,20191014,0,0
2019,15,2,15.10.2019,20191015,0,0
2019,16,3,16.10.2019,20191016,0,0
2019,17,4,17.10.2019,20191017,0,0
2019,18,5,18.10.2019,20191018,0,0
2019,19,6,19.10.2019,20191019,1,0
2019,20,7,20.10.2019,20191020,1,0
2019,21,1,21.10.2019,20191021,0,0
2019,22,2,22.10.2019,20191022,0,0
2019,23,3,23.10.2019,20191023,0,0
2019,24,4,24.10.2019,20191024,0,0
2019,25,5,25.10.2019,20191025,0,0
2019,26,6,26.10.2019,20191026,1,0
2019,27,7,27.10.2019,20191027,1,0
2019,28,1,28.10.2019,20191028,0,0
2019,29,2,29.10.2019,20191029,0,0
2019,30,3,30.10.2019,20191030,0,0
2019,31,4,31.10.2019,20191031,0,0
2019,1,5,01.11.2019,20191101,0,0
2019,2,6,02.11.2019,20191102,1,0
2019,3,7,03.11.2019,20191103,1,0
2019,4,1,04.11.2019,20191104,0,0
2019,5,2,05.11.2019,20191105,0,0
2019,6,3,06.11.2019,20191106,0,0
2019,7,4,07.11.2019,20191107,0,0
2019,8,5,08.11.2019,20191108,0,0
2019,9,6,09.11.2019,20191109,1,0
2019,10,7,10.11.2019,20191110,1,0
2019,11,1,11.11.2019,20191111,0,0
2019,12,2,12.11.2019,20191112,0,0
2019,13,3,13.11.2019,20191113,0,0
2019,14,4,14.11.2019,20191114,0,0
2019,15,5,15.11.2019,20191115,0,0
2019,16,6,16.11.2019,20191116,1,0
2019,17,7,17.11.2019,20191117,1,0
2019,18,1,18.11.2019,20191118,0,0
2019,19,2,19.11.2019,20191119,0,0
2019,20,3,20.11.2019,20191120,0,0
2019,21,4,21.11.2019,20191121,0,0
2019,22,5,22.11.2019,20191122,0,0
2019,23,6,23.11.2019,20191123,1,0
2019,24,7,24.11.2019,20191124,1,0
2019,25,1,25.11.2019,20191125,0,0
2019,26,2,26.11.2019,20191126,0,0
2019,27,3,27.11.2019,20191127,0,0
2019,28,4,28.11.2019,20191128,0,0
2019,29,5,29.11.2019,20191129,0,0
2019,30,6,30.11.2019,20191130,1,0
2019,1,7,01.12.2019,20191201,1,0
2019,2,1,02.12.2019,20191202,0,0
2019,3,2,03.12.2019,20191203,0,0
2019,4,3,04.12.2019,20191204,0,0
2019,5,4,05.12.2019,20191205,0,0
2019,6,5,06.12.2019,20191206,0,0
2019,7,6,07.12.2019,20191207,1,0
2019,8,7,08.12.2019,20191208,1,0
2019,9,1,09.12.2019,20191209,0,0
2019,10,2,10.12.2019,20191210,0,0
2019,11,3,11.12.2019,20191211,0,0
2019,12,4,12.12.2019,20191212,0,0
2019,13,5,13.12.2019,20191213,0,0
2019,14,6,14.12.2019,20191214,1,0
2019,15,7,15.12.2019,20191215,1,0
2019,16,1,16.12.2019,20191216,0,0
2019,17,2,17.12.2019,20191217,0,0
2019,18,3,18.12.2019,20191218,0,0
2019,19,4,19.12.2019,20191219,0,0
2019,20,5,20.12.2019,20191220,0,0
2019,21,6,21.12.2019,20191221,1,0
2019,22,7,22.12.2019,20191222,1,0
2019,23,1,23.12.2019,20191223,0,0
2019,24,2,24.12.2019,20191224,0,0
2019,25,3,25.12.2019,20191225,0,0
2019,26,4,26.12.2019,20191226,0,0
2019,27,5,27.12.2019,20191227,0,0
2019,28,6,28.12.2019,20191228,1,0
2019,29,7,29.12.2019,20191229,1,0
2019,30,1,30.12.2019,20191230,0,0
2019,31,2,31.12.2019,20191231,1,0
2020,1,3,01.01.2020,20200101,1,0
2020,2,4,02.01.2020,20200102,1,0
2020,3,5,03.01.2020,20200103,1,0
2020,4,6,04.01.2020,20200104,1,0
2020,5,7,05.01.2020,20200105,1,0
2020,6,1,06.01.2020,20200106,1,0
2020,7,2,07.01.2020,20200107,1,0
2020,8,3,08.01.2020,20200108,1,0
2020,9,4,09.01.2020,20200109,0,0
2020,10,5,10.01.2020,20200110,0,0
2020,11,6,11.01.2020,20200111,1,0
2020,12,7,12.01.2020,20200112,1,0
2020,13,1,13.01.2020,20200113,0,0
2020,14,2,14.01.2020,20200114,0,0
2020,15,3,15.01.2020,20200115,0,0
2020,16,4,16.01.2020,20200116,0,0
2020,17,5,17.01.2020,20200117,0,0
2020,18,6,18.01.2020,20200118,1,0
2020,19,7,19.01.2020,20200119,1,0
2020,20,1,20.01.2020,20200120,0,0
2020,21,2,21.01.2020,20200121,0,0
2020,22,3,22.01.2020,20200122,0,0
2020,23,4,23.01.2020,20200123,0,0
2020,24,5,24.01.2020,20200124,0,0
2020,25,6,25.01.2020,20200125,1,0
2020,26,7,26.01.2020,20200126,1,0
2020,27,1,27.01.2020,20200127,0,0
2020,28,2,28.01.2020,20200128,0,0
2020,29,3,29.01.2020,20200129,0,0
2020,30,4,30.01.2020,20200130,0,0
2020,31,5,31.01.2020,20200131,0,0
2020,1,6,01.02.2020,20200201,1,0
2020,2,7,02.02.2020,20200202,1,0
2020,3,1,03.02.2020,20200203,0,0
2020,4,2,04.02.2020,20200204,0,0
2020,5,3,05.02.2020,20200205,0,0
2020,6,4,06.02.2020,20200206,0,0
2020,7,5,07.02.2020,20200207,0,0
2020,8,6,08.02.2020,20200208,1,0
2020,9,7,09.02.2020,20200209,1,0
2020,10,1,10.02.2020,20200210,0,0
2020,11,2,11.02.2020,20200211,0,0
2020,12,3,12.02.2020,20200212,0,0
2020,13,4,13.02.2020,20200213,0,0
2020,14,5,14.02.2020,20200214,0,0
2020,15,6,15.02.2020,20200215,1,0
2020,16,7,16.02.2020,20200216,1,0
2020,17,1,17.02.2020,20200217,0,0
2020,18,2,18.02.2020,20200218,0,0
2020,19,3,19.02.2020,20200219,0,0
2020,20,4,20.02.2020,20200220,0,0
2020,21,5,21.02.2020,20200221,0,0
2020,22,6,22.02.2020,20200222,1,0
2020,23,7,23.02.2020,20200223,1,0
2020,24,1,24.02.2020,20200224,1,0
2020,25,2,25.02.2020,20200225,0,0
2020,26,3,26.02.2020,20200226,0,0
2020,27,4,27.02.2020,20200227,0,0
2020,28,5,28.02.2020,20200228,0,0
2020,29,6,29.02.2020,20200229,1,0
2020,1,7,01.03.2020,20200301,1,0
2020,2,1,02.03.2020,20200302,0,0
2020,3,2,03.03.2020,20200303,0,0
2020,4,3,04.03.2020,20200304,0,0
2020,5,4,05.03.2020,20200305,0,0
2020,6,5,06.03.2020,20200306,0,0
2020,7,6,07.03.2020,20200307,1,0
2020,8,7,08.03.2020,20200308,1,0
2020,9,1,09.03.2020,20200309,1,0
2020,10,2,10.03.2020,20200310,0,0
2020,11,3,11.03.2020,20200311,0,0
2020,12,4,12.03.2020,20200312,0,0
2020,13,5,13.03.2020,20200313,0,0
2020,14,6,14.03.2020,20200314,1,0
2020,15,7,15.03.2020,20200315,1,0
2020,16,1,16.03.2020,20200316,0,0
2020,17,2,17.03.2020,20200317,0,0
2020,18,3,18.03.2020,20200318,0,0
